name,sn_type,redshift,mult_sn_flag,galaxy_name,position_flag,morph_type,t_type,inclination,position_angle,redshift_flag,galaxy_app_mag_flag,galaxy_app_mag,log_diameter,class
SN 2013K,II P,,,E009-G10,,Sbc,4,41,171,,,12.7,1.32,SUPERNOVA TYPE II
SN 2013ch,IIb,,,E007-G06,,Sdm,7.8,47,60,,,14.7,1.22,SUPERNOVA TYPE II
SN 2006ai,II,,,E005-G09,,SBdm,8,37,112,,,15.64,1.02,SUPERNOVA TYPE II
SN 2012ah,Ia,,Y,NGC7637,,Sc,5.1,23,,,,13.07,1.36,SUPERNOVA TYPE I
SN 1992ao,II,,Y,NGC7637,,Sc,5.1,23,,,,13.07,1.36,SUPERNOVA TYPE II
SN 1991aq,,,,A015239-8138,,S,,,,,,,,SUPERNOVA
SN 2007as,Ia,,,E018-G18,,Sbc,3.8,37,,,,,0.99,SUPERNOVA TYPE I
SN 2010E,II P,,,E013-G28,,Sbc,4,80,3,,,15.19,1.28,SUPERNOVA TYPE II
SN 2004ch,II,,,NGC5612,,Sab,2,59,63,,,13.04,1.27,SUPERNOVA TYPE II
SN 2009J,Ia pec,,Y,IC2160,,SBc,4.7,67,107,,,13.86,1.31,SUPERNOVA TYPE I
SN 2009iw,Ia,,Y,IC2160,,SBc,4.7,67,107,,,13.86,1.31,SUPERNOVA TYPE I
SN 2001ke,,0.36,,A113429-7601,,,,,,,,,,SUPERNOVA
SN 2013H,Ia,,,E036-G19,,SBbc pec,4,68,157,,,13.77,1.3,SUPERNOVA TYPE I
SN 2009gd,Ic,,,NGC5967,,Sc,4.9,54,90,,,12.73,1.46,SUPERNOVA TYPE I
SN 2004M,,,,A003559-7448,,,,,,,,,,SUPERNOVA
SN 2014cu,II P,,,PGC0252921,,Sbc,4,69,83,,,14.94,1.04,SUPERNOVA TYPE II
SN 1998cx,Ia,,Y,NGC6209,,Sbc,3.8,39,10,,,,1.31,SUPERNOVA TYPE I
SN 2009fz,IIb,,Y,NGC6209,,Sbc,3.8,39,10,,,,1.31,SUPERNOVA TYPE II
SN 2014ca,II P,,,A165320-7230,,,,,,,,,,SUPERNOVA TYPE II
SN 2013B,Ia,,,E060-G26,,S0,-2,39,140,,,14.49,1.01,SUPERNOVA TYPE I
SN 2002B,Ia,0.143,,A054046-7151,,,,,,,,,,SUPERNOVA TYPE I
SN 2004ga,II,0.11,,A055811-7137,,,,,,,,,,SUPERNOVA TYPE II
SN 2010gw,II P,,,IC4992,,SBc,5.2,84,55,,,14.48,1.35,SUPERNOVA TYPE II
SN 2003gh,Ia,,,NGC2466,,Sc,5.3,27,20,,,13.54,1.19,SUPERNOVA TYPE I
SN 1998er,,,,GH09-02,,SBb,,,,,,,,SUPERNOVA
SN 1992U,II,,,E074-G04,G,SBc,5,77,70,,,14.85,1.03,SUPERNOVA TYPE II
SN 2014bx,Ia,,,NGC6808,,Sab pec,1.5,60,40,,,13.65,1.18,SUPERNOVA TYPE I
SN 2004O,,,,A044344-7028,,,,,,,,,,SUPERNOVA
SN 2013cz,II P,,,IC4892,,Sbc,3.9,78,3,,,15.74,1.23,SUPERNOVA TYPE II
SN 2003ma,IIn,0.289,,A053101-7004,,,,,,,,,,SUPERNOVA TYPE II
SN 2012dk,Ia,,,E050-G06,,SBcd,6,37,89,,,14.5,1.24,SUPERNOVA TYPE I
SN 1999ga,II L,,Y,NGC2442,,Sbc pec,3.7,27,,,,11.24,1.74,SUPERNOVA TYPE II
SN 2015F,Ia,,Y,NGC2442,,Sbc pec,3.7,27,,,,11.24,1.74,SUPERNOVA TYPE I
SN 1999J,Ia pec,,,A053532-6929,,,,,,,,,,SUPERNOVA TYPE I
SN 2004N,Ia,,,A053520-6927,,,,,,:,,,,SUPERNOVA TYPE I
SN 1987A,II pec,,,LMC,,SBm,9,35,170,,,0.9,3.81,SUPERNOVA TYPE II
SN 2013fx,Ia,,,A230321-6911,,,,,,:,,,,SUPERNOVA TYPE I
SN 2012fu,Ia,,,E055-G28,,Sbc,3.6,71,114,,,16.11,0.8,SUPERNOVA TYPE I
SN 2015J,IIn,,,A073505-6907,,,,,,,,,,SUPERNOVA TYPE II
SN 1998eh,,,,E074-G09,,,,34,,,,15.11,0.7,SUPERNOVA
SN 1975V,,,,A201813-6903,,,,,,,,,,SUPERNOVA
SN 2006bc,II P,,,NGC2397,,SBb:,2.8,61,123,,,12.68,1.39,SUPERNOVA TYPE II
SN 1996af,,0.1,,A222831-6858,,,,,,,,,,SUPERNOVA
SN 2015bj,II,,,E061-G08,,Sc,5,74,107,,,15.53,1.27,SUPERNOVA TYPE II
SN 2004gp,II,,,A045338-6847,,,,,,,,,,SUPERNOVA TYPE II
SN 2005av,IIn,,Y,NGC6943,,Scd,6,60,130,,,12.05,1.6,SUPERNOVA TYPE II
SN 1998ew,II,,Y,NGC6943,,Scd,6,60,130,,,12.05,1.6,SUPERNOVA TYPE II
SN 2009gu,Ia,,,E068-G12,,SBm pec,,52,88,,,13.22,1.05,SUPERNOVA TYPE I
SN 2004aa,,,,A043402-6754,,,,,,,,,,SUPERNOVA
SN 2011do,Ia,,,E055-G23,,Sb,3,77,152,,,14.39,1.18,SUPERNOVA TYPE I
SN 1935C,,,,NGC1511,G,Sa,1.3,78,125,,,11.85,1.56,SUPERNOVA
SN 2004gb,Ia,0.22,,A045522-6730,,,,,,,,,,SUPERNOVA TYPE I
SN 2008ag,II P,,,IC4729,,Sc,4.5,36,150,,,13.27,1.2,SUPERNOVA TYPE II
SN 1976Q,,,,A212054-6713,,,,,,,,,,SUPERNOVA
SN 2008cc,Ia,,,E107-G04,,E1,-4.2,,136,,,12.88,1.21,SUPERNOVA TYPE I
SN 1978J,,,,A222612-6710,,S,,,,,,,,SUPERNOVA
SN 1983F,,,,A184224-6702,G,S,,,,,,,,SUPERNOVA
SN 2009dq,IIb,,,IC2554,,SBbc,4,65,175,,,12.51,1.49,SUPERNOVA TYPE II
SN 2014cj,Ia,,,E087-G31,,Sc,4.7,80,23,,,15.54,1.17,SUPERNOVA TYPE I
SN 1978K,II,,Y,NGC1313,,SBcd,6.9,38,,,,9.66,1.96,SUPERNOVA TYPE II
SN 1962M,II P,,Y,NGC1313,G,SBcd,6.9,38,,,,9.66,1.96,SUPERNOVA TYPE II
SN 2006bh,Ia,,Y,NGC7329,,SBc,3,47,107,,,12.1,1.59,SUPERNOVA TYPE I
SN 2009iu,Ib,,Y,NGC7329,,SBc,3,47,107,,,12.1,1.59,SUPERNOVA TYPE I
SN 2004fv,Ia,,,NGC6492,,Sbc,3.9,61,75,,,12.2,1.39,SUPERNOVA TYPE I
SN 2009ge,II,,,E101-G18,,SBa,1.4,60,77,,,13.53,1.3,SUPERNOVA TYPE II
SN 1982N,,,,A211512-6556,G,,,,,,,,,SUPERNOVA
SN 1976P,,,,A080801-6546,,,,,,,,,,SUPERNOVA
SN 2001cn,Ia,,,IC4758,,Sc,5.2,48,140,,,14.23,1.03,SUPERNOVA TYPE I
SN 1985T,,,,A190328-6536,,,,,,,,,,SUPERNOVA
SN 1991E,II,,,A063423-6533,,,,,,,,,,SUPERNOVA TYPE II
SN 2015ak,Ia,,,E108-G21,,SBa,0.5,63,78,,,13.48,1.22,SUPERNOVA TYPE I
SN 2005cm,,,,IC5142,,Scd,6.7,59,72,,,14.37,1.21,SUPERNOVA
SN 1996cr,IIn:,,,E097-G13,,Sb,3,64,40,,,12.1,1.84,SUPERNOVA TYPE II
SN 2013gi,Ia,,,PGC0075726,,Sab,2.1,58,48,,,15.43,0.27,SUPERNOVA TYPE I
SN 1998df,,,,A213230-6503,,S,,,,,,,,SUPERNOVA
SN 2012gp,Ia,,,PGC0075651,,Sbc,4.3,73,84,,,16.38,0.85,SUPERNOVA TYPE I
SN 2013ay,Ia,,,IC4745,,Sab,1.8,66,1,,,13.85,1.33,SUPERNOVA TYPE I
SN 2012hb,II,,,E090-G15,,Sb,3.2,77,144,,,,1.25,SUPERNOVA TYPE II
SN 2008fa,Ia,,,NGC6722,,Sb,3,82,166,,,13.57,1.46,SUPERNOVA TYPE I
SN 2011cb,IIb,,,IC5249,,SBd,7,83,14,,,14.23,1.56,SUPERNOVA TYPE II
SN 1992ba,II P,,,NGC2082,,SBb,3.1,24,,,,12.72,1.27,SUPERNOVA TYPE II
SN 1993M,Ia,,,A191301-6417,,,,,,,,,,SUPERNOVA TYPE I
SN 2001bd,II,,,A191310-6417,,,,,,,,,,SUPERNOVA TYPE II
SN 2011fn,,,,A064830-6415,,,,,,:,,,,SUPERNOVA
SN 2008bc,Ia,,,A093831-6358,,,,,,,,,,SUPERNOVA TYPE I
SN 2009hm,Ib,,Y,NGC7083,,Sbc,4.1,53,5,,,11.88,1.54,SUPERNOVA TYPE I
SN 1983Y,,,Y,NGC7083,G,Sbc,4.1,53,5,,,11.88,1.54,SUPERNOVA
SN 1998cq,Ia,0.15,,A004506-6349,,,,,,,,,,SUPERNOVA TYPE I
SN 2005at,Ic,,,NGC6744,,Sbc,4,50,15,,,9.14,2.3,SUPERNOVA TYPE I
SN 1998du,,,,A004511-6348,,,,,,,,,,SUPERNOVA
SN 1996bm,?,,,A004440-6344,,,,,,,,,,SUPERNOVA
SN 2009bu,II P,,Y,NGC7408,,SBcd,6,39,167,,,13.58,1.18,SUPERNOVA TYPE II
SN 2007bn,,,Y,NGC7408,,SBcd,6,39,167,,,13.58,1.18,SUPERNOVA
SN 2014cq,IIb,,,E091-G11,,Sc,5,83,49,,,15.44,1.26,SUPERNOVA TYPE II
SN 2006aw,Ia,,,E085-G38,,SBb,2.5,47,90,,,13.49,1.17,SUPERNOVA TYPE I
SN 2005br,Ib:,,,IC5084,,SBb pec,3,52,137,,,12.6,1.2,SUPERNOVA TYPE I
SN 2004ac,Ia,,,IC4769,,SBb pec,3.4,51,175,,,13.94,1.28,SUPERNOVA TYPE I
SN 2009il,,,,A063352-6300,,,,,,,,,,SUPERNOVA
SN 2009lq,II P,,,A041452-6250,,,,,,,,,,SUPERNOVA TYPE II
SN 1992O,Ia,,,A192343-6250,,,,,,,,,,SUPERNOVA TYPE I
SN 1986L,II P,,Y,NGC1559,,SBc,5.9,56,64,,,11.01,1.56,SUPERNOVA TYPE II
SN 1984J,II,,Y,NGC1559,G,SBc,5.9,56,64,,,11.01,1.56,SUPERNOVA TYPE II
SN 2009ib,II P,,Y,NGC1559,,SBc,5.9,56,64,,,11.01,1.56,SUPERNOVA TYPE II
SN 2005df,Ia,,Y,NGC1559,,SBc,5.9,56,64,,,11.01,1.56,SUPERNOVA TYPE I
SN 1990af,Ia,,,A213458-6244,,SB0,,,,,,,,SUPERNOVA TYPE I
SN 1992bg,Ia,,,A074156-6231,,S,,,,,,,,SUPERNOVA TYPE I
SN 2011jz,II P,,,E085-G01,,Scd,6,39,152,,,14.73,1.09,SUPERNOVA TYPE II
SN 2012bt,Ic,,,IC4674,,Sd,6.9,65,89,,,14.82,1.17,SUPERNOVA TYPE I
SN 2011gw,Ib/c,,,IC2200,,Sc pec,2.7,57,58,,,14.05,1.11,SUPERNOVA TYPE I
SN 2008cm,Ia,,,NGC2369,,SBa,1,72,177,,,13.21,1.55,SUPERNOVA TYPE I
SN 1992N,II,,,IC4831,G,Sab,1.9,90,111,,,12.68,1.54,SUPERNOVA TYPE II
SN 2011ka,Ia,,,E119-G46,,Sb,3.1,72,57,,,15.05,1.06,SUPERNOVA TYPE I
SN 2012ew,II P,,,PGC0127935,,Sc,4.8,61,171,,,14.57,1.05,SUPERNOVA TYPE II
SN 1971R,,,,IC4798,G,S0,-1.8,56,108,,,13.09,1.29,SUPERNOVA
SN 2005cj,,,,E114-G14,,SBc,4.1,27,128,,,14.3,1.19,SUPERNOVA
SN 2014cs,Ia,,,PGC0349297,,,,78,15,,,16.08,0.93,SUPERNOVA TYPE I
SN 2011kb,II P,,,A072114-6205,,,,,,:,,,,SUPERNOVA TYPE II
SN 1993A,II,,,A073918-6203,G,,,,,,,,,SUPERNOVA TYPE II
SN 2011di,Ia,,,IC4754,,SBb,2.6,24,30,,,14.5,1.12,SUPERNOVA TYPE I
SN 1997cy,IIn,,,A043254-6142,,,,,,,,,,SUPERNOVA TYPE II
SN 2012fv,Ia,,Y,IC4815,,S0,-2.2,46,167,,,14.38,1.05,SUPERNOVA TYPE I
SN 2011fm,Ia,,Y,IC4815,,S0,-2.2,46,167,,,14.38,1.05,SUPERNOVA TYPE I
SN 2015L,SLSN-I,0.236,,A220215-6139,,,,,,,,,,SUPERNOVA
SN 1998ea,Ia,,,A043346-6135,,,,,,,,,,SUPERNOVA TYPE I
SN 2014br,Ib/c,,,E147-G17,,SBbc pec,4,72,14,,,15.36,1.12,SUPERNOVA TYPE I
SN 1992ae,Ia,,,A212817-6133,,E1,,,,,,,,SUPERNOVA TYPE I
SN 1998dv,,0.156,,A042946-6130,,,,,,,,,,SUPERNOVA
SN 2015T,II,,,E147-G20A,,Sc,5.1,6,143,,,15.04,1,SUPERNOVA TYPE II
SN 1997fe,,,,A043307-6126,,,,,,,,,,SUPERNOVA
SN 2008ia,Ia,,,E125-G06,,S0,-2.2,32,108,:,,,1.09,SUPERNOVA TYPE I
SN 1998dy,,,,A042954-6112,,,,,,,,,,SUPERNOVA
SN 1997A,Ia,,,A043133-6107,,,,,,,,,,SUPERNOVA TYPE I
SN 2014Z,Ia,,,E114-G04,,S0,-2.1,61,33,,,14.39,1.03,SUPERNOVA TYPE I
SN 2009ll,II P,,,E122-G04,,SBab,2,29,134,,,15.3,1.03,SUPERNOVA TYPE II
SN 2012du,II P,,,NGC7125,,Sc,5,46,110,,,12.84,1.49,SUPERNOVA TYPE II
SN 2012db,Ia,,,E139-G28,,S0,-2.1,55,72,,,14.59,1.06,SUPERNOVA TYPE I
SN 2007cr,,,,E137-G19,,SB0,-2,53,160,,,13.84,1.22,SUPERNOVA
SN 1998ff,,1.2,,A223249-6034,,E,,,,,,,,SUPERNOVA
SN 2006ox,,,Y,NGC6769,,Sb pec,3,50,123,,,12.55,1.37,SUPERNOVA
SN 1997de,Ia,,Y,NGC6769,,Sb pec,3,50,123,,,12.55,1.37,SUPERNOVA TYPE I
SN 2013by,II,,,E138-G10,,Sdm,8,44,55,,,11.6,1.75,SUPERNOVA TYPE II
SN 1975U,,,,A002913-6004,,S,,,,,,,,SUPERNOVA
SN 1992E,Ia,,,A063517-5956,,S,,,,,,,,SUPERNOVA TYPE I
SN 2009ap,Ic,,,E138-G27,,Sbc,4.4,50,42,,,13.75,1.03,SUPERNOVA TYPE I
SN 2009mg,IIb,,Y,E121-G26,,SBbc,4.2,51,115,,,12.73,1.51,SUPERNOVA TYPE II
SN 2008M,II P,,Y,E121-G26,,SBbc,4.2,51,115,,,12.73,1.51,SUPERNOVA TYPE II
SN 1935A,,,,IC4652,,Sb,3.2,65,10,,,14.08,1.1,SUPERNOVA
SN 2012hr,Ia,,Y,E121-G26,,SBbc,4.2,51,115,,,12.73,1.51,SUPERNOVA TYPE I
SN 2002by,Ia pec,,,E139-G34,,Sc,,,,,,,,SUPERNOVA TYPE I
SN 2010dc,Ib/c,,,IC4854,,Scd,5.6,21,,,,13.81,1.09,SUPERNOVA TYPE I
SN 2001bt,Ia,,,IC4830,,SBbc,3.7,37,28,,,13.2,1.22,SUPERNOVA TYPE I
SN 1990W,Ib/c,,,NGC6221,,SBc,5,50,5,,,10.76,1.61,SUPERNOVA TYPE I
SN 2011N,Ic,,,E120-G16,,Sb,3.1,71,1,,,14.71,0.95,SUPERNOVA TYPE I
SN 2010hj,Ia,,,E145-G16,,Sab,2.2,42,60,,,14.79,1.01,SUPERNOVA TYPE I
SN 1992bh,Ia,,,A045927-5849,,Sbc,,,,,,,,SUPERNOVA TYPE I
SN 2011gv,II P,,,IC4901,,Sc:,5.3,47,135,,,11.97,1.68,SUPERNOVA TYPE II
SN 2013gr,Ia pec,,,E114-G07,,SBm,9,34,40,,,14.23,1.26,SUPERNOVA TYPE I
SN 2005ah,Ia,,,A060045-5835,,,,,,,,,,SUPERNOVA TYPE I
SN 2000er,Pec,,,PGC0009132,,Sab pec,2,79,124,,,14.72,1.24,SUPERNOVA
SN 2009if,Ib/c,,,IC2070,,Sc,4.9,51,85,,,14.5,1.15,SUPERNOVA TYPE I
SN 2013hx,Ic,0.135,,A013533-5757,,,,,,,,,,SUPERNOVA TYPE I
SN 2011eb,Ia,,,NGC 782,,SBb,3,29,15,,,12.68,1.37,SUPERNOVA TYPE I
SN 1995W,II,,,NGC7650,,SBc,6,30,,,,13.14,1.13,SUPERNOVA TYPE II
SN 2012dy,II,,,E145-G04,,Sc,5.4,77,122,,,14.28,1.35,SUPERNOVA TYPE II
SN 2011ec,Ia,,,E147-G05,,SBc,4.9,47,2,,,13.96,1.19,SUPERNOVA TYPE I
SN 2002dm,Ia,,,IC5017,,S0,-1.6,50,5,,,14.8,1.01,SUPERNOVA TYPE I
SN 1997cp,,0.16,,A214436-5725,,,,,,,,,,SUPERNOVA
SN 2010ae,Ia pec,,,E162-G17,,Sb,3.3,68,62,,,13.36,1.31,SUPERNOVA TYPE I
SN 1996ap,,,,A214553-5708,,,,,,,,,,SUPERNOVA
SN 2000cj,Ia,,Y,NGC6753,,Sb,3,29,30,,,11.97,1.39,SUPERNOVA TYPE I
SN 2005cb,Ic,,Y,NGC6753,,Sb,3,29,30,,,11.97,1.39,SUPERNOVA TYPE I
SN 1934A,,,,IC4719,G,Sd,8.1,51,116,,,13.52,1.14,SUPERNOVA
SN 2005bs,Ia,,,A201014-5638,,,,,,,,,,SUPERNOVA TYPE I
SN 1997ej,Ia,,Y,IC2060,,S0:pec,-3,52,157,,,14.84,1.02,SUPERNOVA TYPE I
SN 2014dn,Ia pec,,Y,IC2060,,S0:pec,-3,52,157,,,14.84,1.02,SUPERNOVA TYPE I
SN 1997D,II pec,,,NGC1536,,SBc pec:,5,44,155,,,13.15,1.3,SUPERNOVA TYPE II
SN 2013eo,Ia,,,PGC0161935,,,,24,,,,15.19,0.88,SUPERNOVA TYPE I
SN 2010co,II P,,,NGC6862,,SBb,3.5,46,,,,13.44,1.2,SUPERNOVA TYPE II
SN 1990T,Ia,,,PGC0063925,,S0,-2,49,,,,15.12,1.04,SUPERNOVA TYPE I
SN 2010bh,Ic,,,A071031-5615,,,,,,,,,,SUPERNOVA TYPE I
SN 2010ds,,,,IC4840,,SB0/a,-0.8,52,131,,,14.32,1.05,SUPERNOVA
SN 2010iu,Ia,,,A004002-5609,,,,,,:,,,,SUPERNOVA TYPE I
SN 1992br,Ia,,,A014544-5605,,E0,,,,,,,,SUPERNOVA TYPE I
SN 1994ad,II,,,E152-G26,,SBa,1,49,29,,,14.05,1.26,SUPERNOVA TYPE II
SN 2012fz,Ia,,,E185-G54,,E2,-5,,122,,,12.24,1.55,SUPERNOVA TYPE I
SN 2013fq,IIb,,,A195907-5555,,,,,,,,,,SUPERNOVA TYPE II
SN 2013fc,IIn,,Y,E154-G10,,SBa,1.5,66,93,,,13.48,1.41,SUPERNOVA TYPE II
SN 2014eg,Ia pec,,Y,E154-G10,,SBa,1.5,66,93,,,13.48,1.41,SUPERNOVA TYPE I
SN 1982K,,,,A201106-5537,G,,,,,,,,,SUPERNOVA
SN 2009jz,Ia pec,,,E159-G23,,Sb,3,61,118,,,14.3,1.23,SUPERNOVA TYPE I
SN 1985N,,,,A215330-5524,G,,,,,,,,,SUPERNOVA
SN 1991ag,Ia,,,IC4919,,SBd,7.9,68,31,,,14.97,1.16,SUPERNOVA TYPE I
SN 1982S,,,,E150-G20,G,SBbc,4.1,71,5,,,14.41,1.22,SUPERNOVA
SN 1987I,Ia,,,IC4963,G,Sa,0.9,90,160,,,14.27,1.29,SUPERNOVA TYPE I
SN 2005dk,II,,,IC4882,,SBb:,3,34,2,,,14.26,0.99,SUPERNOVA TYPE II
SN 2012U,Ia,,,E153-G20,,SBb pec,2.6,52,14,,,13.8,1.2,SUPERNOVA TYPE I
SN 1998bo,Ic,,,E185-G31,,SBab,2,75,125,,,15.67,1.02,SUPERNOVA TYPE I
SN 2004ew,Ib,,,E153-G17,,Sc,4.7,44,110,,,14.3,1.41,SUPERNOVA TYPE I
SN 1991al,II P,,,A194223-5506,,S,,,,,,,,SUPERNOVA TYPE II
SN 1983D,,,,A032648-5505,G,,,,,,,,,SUPERNOVA
SN 2010el,Ia pec:,,,NGC1566,,Sbc,4,37,60,,,10.33,1.92,SUPERNOVA TYPE I
SN 1984K,,,,NGC6850,G,S0/a,-1,72,153,,,13.4,1.36,SUPERNOVA
SN 2006ci,II,,,E182-G10,,Sc pec,4.7,42,20,,,13.92,1.27,SUPERNOVA TYPE II
SN 2011ed,Ia,,Y,IC4839,,SBbc,4.1,45,147,,,13.35,1.34,SUPERNOVA TYPE I
SN 1984O,I,,Y,IC4839,G,SBbc,4.1,45,147,,,13.35,1.34,SUPERNOVA TYPE I
SN 2005aw,Ic,,Y,IC4837A,,Sb:,2.5,81,165,,,12.49,1.61,SUPERNOVA TYPE I
SN 1998em,Ia,,Y,IC4837A,,Sb:,2.5,81,165,,,12.49,1.61,SUPERNOVA TYPE I
SN 1996al,II,,,NGC7689,,Scd,6,49,162,,,12.2,1.46,SUPERNOVA TYPE II
SN 2010kw,,,,E162-G02,,Sbc,3.8,54,51,,,15.04,1,SUPERNOVA
SN 1998ee,II pec,,,A015331-5358,,,,,,,,,,SUPERNOVA TYPE II
SN 1979D,,,Y,E153-G27,G,S0/a,-0.1,85,150,,,14.3,1.23,SUPERNOVA
SN 2000ek,,,Y,E153-G27,,S0/a,-0.1,85,150,,,14.3,1.23,SUPERNOVA
SN 2008gc,Ib/c,,,A021036-5345,,,,,,:,,,,SUPERNOVA TYPE I
SN 2011ce,Ia pec,,Y,NGC6708,,Sb:,3,42,167,,,12.7,1.06,SUPERNOVA TYPE I
SN 2004do,Ia,,Y,NGC6708,,Sb:,3,42,167,,,12.7,1.06,SUPERNOVA TYPE I
SN 1992bk,Ia,,,E156-G08,,E,-5,,,,,15.22,1.12,SUPERNOVA TYPE I
SN 2015al,Ia,,,A192512-5336,,,,,,,,,,SUPERNOVA TYPE I
SN 2004cw,,,,E184-G75,,SBc,4.5,21,20,,,14.16,0.99,SUPERNOVA
SN 1997fd,,,,A034115-5329,,,,,,,,,,SUPERNOVA
SN 2009ah,IIb,,,E171-G04,,SB0,-1.9,52,62,,,13.59,1.25,SUPERNOVA TYPE II
SN 1996bx,Ia,,,A035916-5322,,,,,,,,,,SUPERNOVA TYPE I
SN 1978L,,,,A204634-5319,,,,,,,,,,SUPERNOVA
SN 1998ds,Ia,,,A031719-5310,,S,,,,,,,,SUPERNOVA TYPE I
SN 1996ao,,,,A032803-5253,,,,,,,,,,SUPERNOVA
SN 1998bw,Ic,,,E184-G82,,SB,4.2,33,,,,15.12,0.91,SUPERNOVA TYPE I
SN 1998ap,,,,A200035-5242,,,,,,,,,,SUPERNOVA
SN 1997cu,Ia,,,A032903-5241,,,,,,,,,,SUPERNOVA TYPE I
SN 2011X,II P,,,E221-G07,,Sc,5.3,53,123,,,14.86,1.19,SUPERNOVA TYPE II
SN 2009O,,,,A032902-5237,,,,,,,,,,SUPERNOVA
SN 2010gt,,,,E187-G21,,S0/a,-1.1,69,21,,,15.2,1.01,SUPERNOVA
SN 1998fb,,,,A033045-5232,,,,,,,,,,SUPERNOVA
SN 1996as,II,,,A210536-5222,,SBb,,,,,,,,SUPERNOVA TYPE II
SN 1991I,II,,,A052625-5213,,,,,,,,,,SUPERNOVA TYPE II
SN 2006ms,II,,,NGC6935,,Sa,1.1,32,14,,,12.8,1.3,SUPERNOVA TYPE II
SN 2014cm,II P,,,E229-G08,,Sb,2.7,72,79,,,,1.33,SUPERNOVA TYPE II
SN 2015aw,Ia pec,,,E197-G24,,Sc,5.1,80,57,,,15.37,1.25,SUPERNOVA TYPE I
SN 2009gg,Ia,,,E235-G35,,Sb,3,80,11,,,14.96,1.1,SUPERNOVA TYPE I
SN 2007fj,Ib/c,,,A221425-2811,,,,,,,,,,SUPERNOVA TYPE I
SN 2000fb,,,,E205-G11,,SBb:,2.5,34,21,,,14.69,1.04,SUPERNOVA
SN 2012im,Ic,,Y,NGC6984,,SBc,5,49,101,,,13.17,1.26,SUPERNOVA TYPE I
SN 2013ek,Ib,,Y,NGC6984,,SBc,5,49,101,,,13.17,1.26,SUPERNOVA TYPE I
SN 2006Y,II,,,A071317-5141,,,,,,,,,,SUPERNOVA TYPE II
SN 2014cd,Ia,,Y,NGC1578,,Sa pec:,1,29,177,,,13.92,1.09,SUPERNOVA TYPE I
SN 2013fz,Ia,,Y,NGC1578,,Sa pec:,1,29,177,,,13.92,1.09,SUPERNOVA TYPE I
SN 1992al,Ia,,,E234-G69,,SBc:,5.1,75,111,,,14.13,1.36,SUPERNOVA TYPE I
SN 1995U,Ia,,,E235-G13,,,,33,,,,15.46,0.76,SUPERNOVA TYPE I
SN 2010jb,Ia,,,IC1615,,SBbc,-4.2,63,143,,,14.51,1.1,SUPERNOVA TYPE I
SN 2011id,Ia,,,A025740-5102,,,,,,,,,,SUPERNOVA TYPE I
SN 1998X,II,,Y,NGC6754,,SBb,3,60,80,,,12.89,1.28,SUPERNOVA TYPE II
